Video title,Video publish time,Duration,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%),Thumbnail Color,Genre,Fandom 
Underneath The Mistletoe Part 5 of 5 Finale An Adrienette Christmas AU Miraculous Ladybug Fanfiction,25-Dec-20,629,4,0.1802,0,0.024,86,2.33,,,
It's Been So Long Part 5 An Adrienette Miraculous Ladybug Fanfiction,29-Aug-19,577,4,0.2405,0,,60,3.33,,,
Music in the Cafe - Day Twenty-Seven//A Lukanette Month Long AU Fanfiction Story,27-Jun-20,404,4,0.0032,0,,23,0,,,
It's Been So Long Part 9 An Adrienette Miraculous Ladybug Fanfiction,21-Dec-19,1066,4,0.4809,0,0.001,54,1.85,,,
Music in the Cafe - Day Nine//A Lukanette Month Long Fan-fiction story,9-Jun-20,763,4,0.0075,0,,22,0,,,
It's been so long Part 16 A Miraculous Ladybug Adrienette Fanfiction story,10-Jun-20,1216,3,0.4494,0,0.003,69,2.9,,,
It's Been So Long Part 17 An Adrientte Miraculous Ladybug Fanfiction Story,3-Jul-20,1465,3,0.2659,0,0,80,2.5,,,
In The Bright Moonlight (You're My Sun)Day 7 - Ladynoir July Miraculous Ladybug Fanfiction,7-Jul-21,671,3,0.0883,0,0.004,135,2.22,,,
Next To You Starstruck Chapter 22 An Adrienette Neighbor AU Miraculous Ladybug Fanfiction,23-Jun-21,1434,3,0.3992,0,0.017,155,1.29,,,
Oh Saturday Sun I Met Someone Ch8|Miraculous Ladybug Fanfiction Adrienette AU High School Fluff,19-Feb-22,730,3,0.0028,0,,261,0,,,
Deathly Afraid of Loving You Part (3/5) A LadyNoir Miraculous Ladybug Fanfiction,25-Sep-19,240,3,0.1636,0,0.006,42,4.76,,,
Pretty Asian Girl Part 3/3 Finale - An Adrientte Miraculous Ladybug Fanfiction story,13-Jun-20,972,3,0.1613,0,,31,6.45,,,
Next To You Starstruck Chapter 21 An Adrienette Neighbor AU Miraculous Ladybug Fanfiction,21-Jun-21,1619,3,0.6531,0,0.025,127,0.79,,,
Next To You Starstruck Chapter 20 An Adrienette Neighbor AU Miraculous Ladybug Fanfiction,19-Jun-21,1099,3,0.4679,0,0.02,129,1.55,,,
Lay An Open Rose Garden Chapter 5 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,20-Apr-21,624,3,0.1733,0,,129,1.55,,,
Running Jumping Leaping towards Love An Adrienette Fanfiction Part 5,29-May-20,720,3,0.2078,0,,98,2.04,,,
I'll Grow A Flower For You Chapter 1:3 An Adrienette AU Miraculous Ladybug Fanfiction Love Story,10-Jan-21,751,3,0.0291,0,0.015,120,1.67,,,
On The Trail Of Petals Chapter 9 A Hanahaki Adrienette Miraculous Ladybug Fanfiction,13-Feb-21,895,3,0.253,0,,72,1.39,,,
Cat Instincts Part 5/5 Finale - A Marichat Miraculous Ladybug Fanfiction Love Story,25-Nov-20,649,3,0.2999,0,0.019,49,2.04,,,
Lay An Open Rose Garden Chapter 2 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,12-Apr-21,595,3,0.1659,0,,118,1.69,,,
It's Been So Long Part 18 An Adrienette Miraculous Ladybug Fanfiction Story,17-Jul-20,1225,3,0.1842,0,,65,3.08,,,
Lay An Open Rose Garden Chapter 1:9 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,10-Apr-21,619,3,0.1719,0,,149,1.34,,,
Lay An Open Rose Garden Chapter 4 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,16-Apr-21,598,3,0.1718,0,,126,1.59,,,
On The Trail Of Petals Chapter 2 A Hanahaki AU Adrientte Miraculous Ladybug Fanfiction,30-Jan-21,1179,3,0.2977,0,,70,1.43,,,
Deathly Afraid of Loving You Part (2/5) A LadyNoir Miraculous Ladybug Fanfiction,21-Sep-19,185,3,0.126,0,0.007,41,4.88,,,
Oh Saturday Sun I Met Someone Ch9/Miraculous Ladybug Fanfiction|Adrienette AU High School Fluff,26-Feb-22,808,3,0.0465,0,0,313,0.64,,,
Lay An Open Rose Garden Chapter 9 Finale An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,2-May-21,771,3,0.0773,0,0.008,96,1.04,,,
It's Been So Long Part 15 An Adrienette Miraculous Ladybug Fanfiction,22-May-20,1734,3,0.5256,0,0.001,71,2.82,,,
It's Been So Long Part 27 An Adrienette Miraculous Ladybug Fanfiction,29-Nov-20,1282,3,0.1828,0,0.002,98,2.04,,,
It's Been So Long Part 25 An Adrientte Miraculous Ladybug Fanfiction,7-Nov-20,1163,3,0.1603,0,,88,3.41,,,
Speaking Just For You//Thantophobia - A Oneshot Miraculous Ladybug Adrientte Fanfiction,11-Nov-20,1161,3,0.0705,0,,73,0,,,
Bring Me JavaBring Me Joy Ch5/Miraculous Ladybug Adrienette Audiofic Cafe AU Fluff Mee-tCute Pining,23-Feb-22,760,3,0.0018,0,0,296,0.68,,,
Next To You Starstruck Chapter 15 An Adrienette Neighbor AU Miraculous Ladybug Fanfiction,7-Jun-21,1340,3,0.5851,0,0.016,140,0.71,,,
Music in the Cafe - Day One//A Lukanette AU Month Long Fanfiction,1-Jun-20,652,3,0.3504,0,0.004,49,2.04,,,
Oh Saturday Sun I Met Someone Ch5/Miraculous Ladybug Fanfiction|Adrienette AU High School Fluff,29-Jan-22,946,3,0.1891,0,0.015,217,0.46,,,
Deja vu A Lukanette  Miraculous Ladybug Fanfic Oneshot,20-Jul-19,389,3,0.0015,0,,40,0,,,
Lay An Open Rose Garden Chapter 7 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,26-Apr-21,575,3,0.2414,0,0.001,108,2.78,,,
The Princess and her Prince//Day 1 - A Month Long Marichat Miraculous Ladybug Fanfiction,1-Aug-19,218,3,0.0917,0,0.001,59,3.39,,,
Running Jumping Leaping Towards Love Part 7 An Adrientte Miraculous Fanfiction Story,10-Jul-20,702,2,0.1682,0,,49,2.04,,,
Running Jumping Leaping Towards Love Part 10 An Adrienette Miraculous Ladybug Fanfiction Story,14-Oct-20,898,2,0.1512,0,,69,1.45,,,
Next To You Starstruck Chapter 23 An Adrienette Neighbor AU Miraculous Ladybug Fanfiction,25-Jun-21,1075,2,0.3009,0,0.007,125,0.8,,,
"New Year, New Us a Marichat Oneshot Miraculous Ladybug Fanfic",5-Jan-20,681,2,0.0079,0,,68,1.47,,,
It's Been So Long Part 32 An Adrienette Miraculous Ladybug Fanfiction,18-Apr-21,1064,2,0.148,0,,139,1.44,,,
Bring Me JavaBring Me Joy Ch4/Miraculous Ladybug Adrienette Audiofic Cafe AU Fluff Meet-Cute Pining,16-Feb-22,864,2,0.2185,0,0.009,257,0,,,
Underneath The Mistletoe Part 4 of 5 An Adrienette Christmas AU Miraculous Ladybug Fanfiction,20-Dec-20,923,2,0.2012,0,0.008,85,1.18,,,
Running Jumping Leaping Towards Love part 6 An Adrientte Miraculous Ladybug Fan-fiction story,12-Jun-20,643,2,0.0592,0,,51,1.96,,,
It's Been So Long Part 23 An Adrienette Miraculous Ladybug Fanfiction,25-Sep-20,1465,2,0.2004,0,,82,2.44,,,
And Right There Where We Stood Ch. 2 A Ladynoir Miraculous Ladybug Fanfiction,25-Oct-21,1161,2,0.3282,0,0.015,295,0.34,,,
Can I Ask You A Question Part 4 of 4//Adrienette~A Miraculous Ladybug Love Sqaure Fanfiction Series,7-Oct-20,1001,2,0.0062,0,,32,6.25,,,
It's Been So Long Part 33 An Adrienette Miraculous Ladybug Fanfiction,30-Apr-21,1082,2,0.1509,0,,129,1.55,,,
I promise A Westallen Fanfic The Flash,3-Oct-19,436,2,0.0367,0,,45,2.22,,,
The Princess and her Prince//Day 4 - A Month Long Marichat Miraculous Ladybug Fanfiction,4-Aug-19,389,2,0.1617,0,0.002,45,2.22,,,
The Princess and her Prince//Day 2 - A Month Long Marichat Miraculous Ladybug Fanfiction,2-Aug-19,245,2,0.1017,0,0.001,55,1.82,,,
Running Jumping Leaping towards Love Part 3,20-Mar-20,498,2,0.0721,0,,51,3.92,,,
The Princess and her Prince//Day 29 - A Month Long Marichat Miraculous Ladybug Fanfiction,29-Aug-19,207,2,0.0456,0,,40,2.5,,,
Tossing Rocks At Your Window Ch.5 Finale - A Marichat Miraculous Ladybug Fanfiction,28-Aug-21,877,2,0.1992,1,0.003,172,0.58,,,
"Winter Caroling Ch.1/Miraculous Ladybug Fanfiction|Adrienette AU, Christmas, Fluff, First Meetings",4-Dec-21,845,2,0.002,0,,210,0.95,,,
On The Trail Of Petals Chapter 4 An Adrienette Hanahaki AU Miraculous Ladybug Fanfiction,3-Feb-21,1025,2,0.279,0,,74,1.35,,,
It's Been So Long Part 28 An Adrienette Miraculous Ladybug Fanfiction,30-Dec-20,1202,2,0.1663,0,,93,2.15,,,
Pretty Asian Girl Part 2/3 - An Adrienette Miraculous Ladybug Fan-fiction story,23-May-20,931,2,0.1874,0,0.003,28,3.57,,,
In The Bright Moonlight (You Are My Sun)Day 29 - A LadyNoir July Miraculous Ladybug Fanfiction,1-Aug-21,542,2,0.0314,0,,143,0,,,
The Princess and her Prince//Day 9 - A Month Long Marichat Miraculous Ladybug Fanfiction,9-Aug-19,376,2,0.1563,0,0.002,36,0,,,
It's Been So Long Part 26 An Adrienette Miraculous Ladybug Fanfiction,16-Nov-20,1672,2,0.2285,0,,105,1.9,,,
Oh Saturday Sun I Met Someone Ch13/Miraculous Ladybug Fanfiction Adrienette AU High School Fluff,22-Apr-22,734,2,0.0095,0,0.008,315,0.32,,,
On The Trail Of Petals Chapter 5 A Hanahaki AU Adrientte Miraculous Ladybug Fanfiction Love Story,5-Feb-21,1504,2,0.4125,0,,69,1.45,,,
The Princess and her Prince//Day 10 - A Month Long Marichat Miraculous Ladybug Fanfiction,10-Aug-19,196,2,0.0813,0,0.001,40,2.5,,,
It's Been So Long Part 20 An Adrienette Miraculous Ladybug Fanfiction Story,5-Aug-20,1398,2,0.1933,0,,74,2.7,,,
The 5th and The 1st Chapter 2:6 An Adrienette Miraculous Ladybug Fanfiction,4-Mar-21,663,2,0.2069,,0.011,187,0,,,
It's Been So Long Part 35 An Adrienette Miraculous Ladybug Fanfiction,11-Jun-21,863,2,0.0282,0,,136,1.47,,,
In The Bright Moonlight (You're My Sun)Day 11 - Ladynoir July Miraculous Ladybug Fanfiction,11-Jul-21,696,2,0.0517,0,0,134,0.75,,,
Tossing Rocks At Your Window Ch. 2 - A Marichat Miraculous Ladybug Fanfiction,7-Aug-21,1059,2,0.2954,0,0.005,179,0.56,,,
On The Trail Of Petals Chapter 6 A Hanahaki AU Adrientte Miraculous Ladybug Fanfiction Love Story,7-Feb-21,799,2,0.2185,0,,65,1.54,,,
Running Jumping Leaping towards Love A Miraculous Ladybug Fanfiction Part 4,10-Apr-20,746,2,0.1113,0,0,96,1.04,,,
It's Been So Long Part 31 An Adrienette Miraculous Ladybug Fanfiction,13-Mar-21,1047,2,0.1455,0,,119,1.68,,,
The Princess and her Prince//Day 5 - A Month Long Marichat Miraculous Ladybug Fanfiction,5-Aug-19,254,2,0.1047,0,0.001,39,2.56,,,
"Running, jumping leaping towards love Part 2   A Miraculous Ladybug Adrientte Fanfic",24-Jan-20,855,2,0.1464,0,0,45,0,,,
It's Been So Long Part 30 An Adrienette Miraculous Ladybug Fanfiction,21-Feb-21,1038,2,0.1441,0,,106,1.89,,,
On The Trail Of Petals Chapter 10 A Hanahaki Adrienette Miraculous Ladybug Fanfiction,15-Feb-21,710,2,0.188,0,,67,1.49,,,
Underneath The Mistletoe Part 3 of 5 An Adrienette Christmas AU Miraculous Ladybug Fanfiction,15-Dec-20,969,2,0.1611,0,0.014,94,2.13,,,
It's Been So Long Part 22 An Adrienette Miraculous Ladybug Fanfiction Story,10-Sep-20,1503,2,0.2086,0,,80,1.25,,,
Can I Ask You A Question Part 3 of 4//Marichat ~ A Miraculous Ladybug Love Sqaure Fanfiction,23-Sep-20,723,2,0.0008,0,,48,4.17,,,
Tossing Rocks At Your Window Ch.3 A Marichat Miraculous Ladybug Fanfiction,16-Aug-21,1014,2,0.2899,0,0.005,181,0.55,,,
Tossing Rocks At Your Window Ch. 4 - A Marichat Miraculous Ladybug Fanfiction,19-Aug-21,1002,2,0.2783,0,0.005,176,0.57,,,
The Princess and her Prince//Day 17 - A Month Long Marichat Miraculous Ladybug Fanfiction,17-Aug-19,130,2,0.0182,0,,40,5,,,
It's Been So Long Part 21 An Adrienette Miraculous Ladybug Fanfiction,27-Aug-20,1426,2,0.1982,0,,75,2.67,,,
"Pink, Green, and Blue Part 1 A Powerpuff Girls AU Fanfiction Story",5-Jun-20,645,2,0.0016,0,0,41,2.44,,,
The Princess and her Prince//Day 8- A Month Long Marichat Miraculous Ladybug Fanfiction,8-Aug-19,320,2,0.133,0,0.002,36,2.78,,,
On The Trail Of Petals Chapter 8 A Hanahaki Adrienette Miraculous Ladybug Fanfiction,11-Feb-21,743,2,0.2001,0,,68,1.47,,,
The Princess and her Prince//Day 3 - A Month Long Marichat Miraculous Ladybug Fanfiction,3-Aug-19,278,2,0.1154,0,0.002,52,1.92,,,
Its Been So Long Part 29 An Adrienette Miraculous Ladybug Fanfiction Love Story,6-Jan-21,1502,2,0.2082,0,,95,2.11,,,
Music in the Cafe - Day Eight//A Lukanette Month Long Fanfiction,8-Jun-20,1062,2,0.0029,0,,21,0,,,
It's Been So Long Part 34 An Adrienette Miraculous Ladybug Fanfiction,24-May-21,869,2,0.1211,0,,143,1.4,,,
It's Been So Long Part 19 An Adrienette Miraculous Ladybug Fanfiction Story,20-Jul-20,1738,2,0.2422,0,,73,1.37,,,
On The Trail Of Petals Chatper 7 A Hanahaki AU Adrientte Miraculous Ladybug Fanfiction Love Story,9-Feb-21,1227,2,0.3404,0,,72,1.39,,,
The Princess and her Prince//Day 7 - A Month Long Marichat Miraculous Ladybug Fanfiction,7-Aug-19,271,2,0.1125,0,0.001,36,2.78,,,
Music in the Cafe - Day Twenty-Five//A Lukanette Month long AU Fanfiction story,25-Jun-20,789,2,0.0044,0,0.004,23,0,,,
Everybody Wants To Rule The World - A Song Inspired Brick Jojo Powerpuff Girls Oneshot Fanfiction,18-Aug-20,678,2,0.0025,0,,70,2.86,,,
Underneath The Mistletoe Part 2 of 5 An Adrienette Christmas AU Miraculous Ladybug Fanfiction,10-Dec-20,695,2,0.1449,0,0.006,98,2.04,,,
Music in the Cafe - Day Two//A Lukanette Month Long Fanfiction,2-Jun-20,845,2,0.2092,0,,26,0,,,
Blackbird A Harry Potter FanFic Part 1 of 2,28-Jul-19,267,2,0.008,0,,28,7.14,,,
On The Trail Of Petals Chapter 3 A Hanahaki AU Adrientte Miraculous Ladybug Fanfiction Love Story,1-Feb-21,1104,2,0.3033,0,,75,1.33,,,
In The Bright Moonlight (You're My Sun)Day 10 - Ladynoir July Miraculous Ladybug Fanfiction,10-Jul-21,694,2,0.0006,0,0.001,131,0.76,,,
The Princess and her Prince//Day 6 - A Month Long Marichat Miraculous Ladybug Fanfiction,6-Aug-19,213,2,0.0884,0,0.001,35,2.86,,,
In The Bright Moonlight (You Are My Sun)Day 22 - A LadyNoir July Miraculous Ladybug Fanfiction,22-Jul-21,561,2,0.1103,0,0.014,149,0.67,,,
Music in the Cafe - Day Twenty-Six//A Month long Lukanette AU Miraculous Ladybug Fanfiction Story,26-Jun-20,561,2,0.0016,0,0.009,30,0,,,
The Princess and her Prince//Day 18 - A Month Long Marichat Miraculous Ladybug Fanfiction,18-Aug-19,214,1,0.0296,0,,37,2.7,,,
In The Bright Moonlight (You Are My Sun)Day 15 - A LadyNoir July Miraculous Ladybug Fanfiction,15-Jul-21,536,1,0.0003,0,,137,0.73,,,
Happy Birthday A Miraculous Ladybug OneShot Fanfic,7-Feb-20,700,1,0.1944,0,,45,0,,,
Music in the Cafe-Day Twenty-Nine//A Lukanette Month long AU Fanfiction series,29-Jun-20,678,1,0.0013,0,0.018,32,0,,,
Speaking Just For You//Amorist - A Oneshot Miraculous Ladybug Adrientte Fanfiction,2-Oct-20,1030,1,0.2266,0,,62,0,,,
The Princess and her Prince//Day 25 - A Month Long Marichat Miraculous Ladybug Fanfiction,25-Aug-19,166,1,0.0229,0,,33,3.03,,,
The Princess and her Prince//Day 16 - A Month Long Marichat Miraculous Ladybug Fanfiction,16-Aug-19,154,1,0.0213,0,,40,2.5,,,
I'll Grow A Flower For You Chapter 3:3 Finale An Adrienette Miraculous Ladybug Fanfiction Love Story,23-Jan-21,563,1,0.1503,0,0.021,93,0,,,
Music in the Cafe - Day Five//A Lukanette Month Long Fanfiction,5-Jun-20,769,1,0.0007,0,,31,0,,,
Music in the Cafe - Day Twenty-four//A Lukanette Miraculous Ladybug Fanfiction Story,24-Jun-20,654,1,0.0008,0,0.003,27,0,,,
Music in the Cafe - Day Nineteen//A Lukanette Month Long Fanfiction,19-Jun-20,1066,1,0.0018,0,0.011,24,0,,,
In The Bright Moonlight (You're My Sun)Day 8 - Ladynoir July Miraculous Ladybug Fanfiction,8-Jul-21,527,1,0.0006,0,0.004,135,0.74,,,
The Princess and her Prince//Day 30 - A Month Long Marichat Miraculous Ladybug Fanfiction,30-Aug-19,107,1,0.0147,0,,41,0,,,
You're My Melody A Lukanette Fanfic Miraculous Ladybug,15-Aug-19,310,1,0.0153,0,0.001,87,1.15,,,
Music in the Cafe - Day Seven//A Lukanette Month Long Fanfiction,7-Jun-20,916,1,0.0084,0,,22,0,,,
Music in the Cafe - Day Six/A Lukanette Month Long Fanfiction,6-Jun-20,1445,1,0.0012,0,,25,0,,,
Ships set sail Story 5 Ladrien,9-Jan-20,101,1,0.0278,0,,24,4.17,,,
Music in the Cafe - Day Thirty//A Lukanette Month Long AU Fanfiction Series FINAL DAY,30-Jun-20,912,1,0.0046,0,0.005,29,0,,,
Good Girls Like Bad Boys Part 5/7 - A Tikki and Plagg Fairy AU Miraculous Ladybug Fanfiction,1-May-20,1080,1,0.0001,0,,40,0,,,
The Princess and her Prince//Day 24 - A Month Long Marichat Miraculous Ladybug Fanfiction,24-Aug-19,148,1,0.0204,0,,33,3.03,,,
Running Jumping Leaping Towards Love Part 8 An Adrientte Miraculous Ladybug Fanfiction Story,19-Aug-20,835,1,0.1013,0,,48,0,,,
In The Bright Moonlight (You're My Sun)Day 13 - Ladynoir July Miraculous Ladybug Fanfiction,13-Jul-21,585,1,0.0006,0,,138,0.72,,,
Music in the Cafe - Day Ten//A Lukanette Month Long Fanfiction,10-Jun-20,1000,1,0.0019,0,,23,0,,,
"New school, New cluster, Same fear An Orginal fiction story",17-Oct-19,284,1,0.0181,0,,40,2.5,,,
The Princess and her Prince//Day 19 - A Month Long Marichat Miraculous Ladybug Fanfiction,19-Aug-19,232,1,0.0315,0,,34,2.94,,,
The Princess and her Prince//Day 31 - A Month Long Marichat Miraculous Ladybug Fanfiction,31-Aug-19,291,1,0.0403,0,0.002,42,2.38,,,
Music in the Cafe - Day Four//A Lukanette Month Long Fanfiction,4-Jun-20,907,1,0.0073,0,,27,0,,,
The Princess and her Prince//Day 28 - A Month Long Marichat Miraculous Ladybug Fanfiction,28-Aug-19,300,1,0.0421,0,,49,2.04,,,
Running Jumping Leaping Towards Love Part 9 An Adrienette Miraculous Ladybugs Fanfiction,5-Sep-20,546,1,0.0013,0,,46,0,,,
The Princess and her Prince//Day 27 - A Month Long Marichat Miraculous Ladybug Fanfiction,27-Aug-19,127,1,0.0175,0,,38,2.63,,,
Oh Saturday Sun I Met Someone Ch7/Miraculous Ladybug Fanfiction|Adrienette AU High School Fluff,12-Feb-22,906,1,0.0005,0,,256,0,,,
Broken Hearted An Adrienette Miraculous Ladybug Fanfiction Oneshot,22-Aug-19,257,1,0.0004,,,56,1.79,,,
The Princess and her Prince//Day 22 - A Month Long Marichat Miraculous Ladybug Fanfiction,22-Aug-19,127,1,0.0175,0,,35,2.86,,,
In The Bright Moonlight (You Are My Sun)Day 16 - A LadyNoir July Miraculous Ladybug Fanfiction,16-Jul-21,645,1,0.004,0,,132,0.76,,,
Oh Saturday Sun I Met Someone Ch12/Miraculous Ladybug Fanfiction Adrienette AU High School Fluff,2-Apr-22,778,1,0.0075,0,0.002,300,0,,,
And Right There Where We Stood Ch.3 - A Ladynoir Miraculous Ladybug Fanfiction,4-Nov-21,880,1,0.2443,0,0.019,283,0,,,
The Princess and her Prince//Day 12 - A Month Long Marichat Miraculous Ladybug Fanfiction,12-Aug-19,173,1,0.0239,0,,42,2.38,,,
In The Bright Moonlight (You're My Sun)Day 9 - Ladynoir July Miraculous Ladybug Fanfiction,9-Jul-21,554,1,0.0011,0,,133,0.75,,,
The Princess and her Prince//Day 26 - A Month Long Marichat Miraculous Ladybug Fanfiction,26-Aug-19,168,1,0.0232,0,,37,2.7,,,
Love isn't my thing A Caitlin Snow Fanfic A Flash Fanfic,2-Aug-19,366,1,0.0138,0,0.001,30,0,,,
The Princess and her Prince//Day 21 - A Month Long Marichat Miraculous Ladybug Fanfiction,21-Aug-19,256,1,0.0354,0,,37,2.7,,,
In The Bright Moonlight (You're My Sun)Day 14 - Ladynoir July Miraculous Ladybug Fanfiction,14-Jul-21,679,1,0.0003,0,,136,0.74,,,
The 5th and The 1st Chapter 5:6 An Adrienette Miraculous Ladybug Fanfiction,11-Mar-21,594,1,0,,0.007,111,0.9,,,
Music in the Cafe - Day Twenty//A Lukanette Month Long Fanfiction,20-Jun-20,670,1,0.0022,0,0.003,23,0,,,
In The Bright Moonlight (You're My Sun)Day 12 - Ladynoir July Miraculous Ladybug Fanfiction,12-Jul-21,654,1,0.0003,0,0.003,131,0.76,,,
The Princess and her Prince//Day 13 - A Month Long Marichat Miraculous Ladybug Fanfiction,13-Aug-19,313,1,0.0433,0,,41,2.44,,,
The Princess and her Prince//Day 14 - A Month Long Marichat Miraculous Ladybug Fanfiction,14-Aug-19,211,1,0.0292,0,,40,2.5,,,
Music in the Cafe - Day Twenty-Two//A Lukanette Miraculous Ladybug Fanfiction Story,22-Jun-20,798,1,0.0032,0,0.011,24,0,,,
Music in the Cafe - Day Twenty-Three//A Lukanette Miraculous Ladybug Fanfiction Story,23-Jun-20,494,1,0.0021,0,0.007,28,0,,,
Oh Saturday Sun I Met Someone Ch6/Miraculous Ladybug Fanfiction|Adrienette AU High School Fluff,5-Feb-22,734,1,0.0002,0,0.003,240,0,,,
The Princess and her Prince//Day 20 - A Month Long Marichat Miraculous Ladybug Fanfiction,20-Aug-19,161,1,0.0222,0,,35,2.86,,,
The 5th and The 1st Chapter 3:6 An Adrienette Miraculous Ladybug Fanfiction,7-Mar-21,636,1,0.0015,0,0.009,186,0,,,
Ill Grow A Flower For You Chapter 2:3 An Adrienette AU Miraculous Ladybug Fanfiction Love Story,17-Jan-21,752,1,0.1894,0,0.029,90,0,,,
In The Bright Moonlight (You Are My Sun)Day 28 - A LadyNoir July Miraculous Ladybug Fanfiction,1-Aug-21,509,1,0.0154,0,0.001,140,0,,,
The Princess and her Prince//Day 15 - A Month Long Marichat Miraculous Ladybug Fanfiction,15-Aug-19,165,1,0.0228,0,,43,2.33,,,
Running Jumping Leaping Towards Love Part 12 Finale An Adrientte Miraculous Ladybug Fanfiction Story,20-Nov-20,741,1,0.1841,0,0.005,55,0,,,
Ships Set Sail Story 3 Nathaniel and Marc,27-Sep-19,76,1,0.0194,0,,25,4,,,
Oh Saturday Sun I Met Someone Ch10/Miraculous Ladybug Fanfiction Adrienette AU High School Fluff,5-Mar-22,949,1,0.0004,0,,329,0,,,
Music in the Cafe - Day Twenty-one//A Lukanette Month Long Fanfiction,21-Jun-20,616,1,0.0004,0,0.005,24,0,,,
The Princess and her Prince//Day 23 - A Month Long Marichat Miraculous Ladybug Fanfiction,23-Aug-19,231,1,0.032,0,,33,3.03,,,
The 5th and The 1st Chapter 4:6 An Adrienette Miraculous Ladybug Fanfiction,9-Mar-21,482,0,0,0,0.001,126,0,,,
Diary of 2 Teenage Girls Libby July 19,25-Jul-19,81,,,,,22,0,,,
Running Jumping Leaping Towards Love Part 11 An Adrientte Miraculous Ladybug Fanfiction Story,13-Nov-20,637,,,,,62,0,,,
Traveling To Seattle ~ 2021 VLOG 1: Plane Ride And Arrival (done safely),20-Jun-21,107,,,,,106,0,,,
The 5th and The 1st Chapter 6:6 Finale An Adrienette Miraculous Ladybug Fanfiction,15-Mar-21,444,,,,,96,0,,,
THANK YOU FOR 1K SUBSCRIBERS//UPDATE ON THE 1K SPECIAL then i go off topic but what else is new,24-Feb-21,784,,,,,75,0,,,
And Right There Where We Stood Ch 5 - A Ladynoir Miraculous Ladybug Fanfiction,28-Nov-21,1103,,,,,227,0,,,
In The Bright Moonlight (You Are My Sun)Day 18 - A LadyNoir July Miraculous Ladybug Fanfiction,18-Jul-21,734,,,,,137,0,,,
In The Bright Moonlight (You Are My Sun)Day 30 - A LadyNoir July Miraculous Ladybug Fanfiction,2-Aug-21,466,,,,,145,0,,,
"2021 Seattle Traveling: Vlog Day 2  - Pike Place Market, Chinatown, Downtown Exploration",21-Jun-21,137,,,,,103,0,,,
In The Bright Moonlight (You Are My Sun)Day 26 - A LadyNoir July Miraculous Ladybug Fanfiction,31-Jul-21,512,,,,,137,0,,,
In The Bright Moonlight (You Are My Sun)Day 20 - A LadyNoir July Miraculous Ladybug Fanfiction,20-Jul-21,643,,,,,135,0,,,
Diary of Teenage Girls Libby July 20,26-Jul-19,68,,,,,22,0,,,
Christmas in the town square part 2 of 4 A Miraculous ladybug fanfic,17-Dec-19,587,,,,,22,0,,,
Diary of Teenage Girls Becca July 20,26-Jul-19,84,,,,,21,0,,,
Good Girls Like Bad Boys Part 6 of 7 A Tikki and Plagg Miraculous Fanfiction Story,19-Jun-20,1240,,,,,42,0,,,
Christmas in the town sqaure Part 1 of 4 A Miraculous Ladybug fanfic,7-Dec-19,511,,,,,23,0,,,
Oh Saturday Sun I Met Someone Ch11//Miraculous Ladybug Fanfiction Adrienette AU High School Fluff,12-Mar-22,757,,,,0.016,339,0,,,
Classmates and Coworkers An Adrientte fanfic Part 1 of 4,20-Nov-19,214,,,,,26,0,,,
Speaking Just For You//Vim -  A Oneshot Miraculous Ladybug Adrientte Fanfiction,1-Aug-20,686,,,,,66,0,,,
A Kiss For A Card Chapter 2:3 An Adrienette Miraculous Ladybug Valentine's Day Love Story Fanfiction,13-Feb-21,1563,,,,,97,0,,,
In The Bright Moonlight (You Are My Sun)Day 23 - A LadyNoir July Miraculous Ladybug Fanfiction,30-Jul-21,526,,,,,138,0,,,
Diary of 2 Teenage Girls Becca July 18,24-Jul-19,97,,,,,21,0,,,
"2021 Seattle Vlog Day 3-6: Crumbl Cookie(tiktok), University of Washington Seattle College Tour, etc",25-Jun-21,360,,,,,112,0,,,
A Kiss For A Card Chapter 3:3 An Adrienette Miraculous Ladybug Valentines Day Love Story Fanfiction,14-Feb-21,1111,,,,0.001,86,0,,,
Surprise An Adrientte Fanfic A Miraculous Ladybug Fanfic,30-Jul-19,221,,,,,54,0,,,
Classmates and Coworkers Part 2 of 4 An Adrientte fanfic,28-Nov-19,236,,,,,22,0,,,
In The Bright Moonlight (You Are My Sun)Day 31 - A LadyNoir July Miraculous Ladybug Fanfiction,2-Aug-21,531,,,,,146,0,,,
In The Bright Moonlight (You Are My Sun)Day 19 - A LadyNoir July Miraculous Ladybug Fanfiction,19-Jul-21,609,,,,,133,0,,,
In The Bright Moonlight (You Are My Sun)Day 25 - A LadyNoir July Miraculous Ladybug Fanfiction,30-Jul-21,452,,,,,133,0,,,
Get ready for Marichat August!,28-Jul-19,37,,,,,20,0,,,
"And Right There Where We Stood Ch.6|A Ladynoir Miraculous Ladybug Fanfiction/Future, Fluff, Sunsets",30-Dec-21,933,,,,0.012,228,0.44,,,
Daughter of the Devil and an Angel of God Darhkatom AU Part 1 A Legends of Tommorow Fanfic,21-Jul-19,297,,,,,22,0,,,
